,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
10,0021800441,1610612748,MIA,Miami,201961,Wayne Ellington,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,0021800441,1610612748,MIA,Miami,2617,Udonis Haslem,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,0021800441,1610612740,NOP,New Orleans,203524,Solomon Hill,F,,26:28,4.0,6.0,0.667,1.0,2.0,0.5,1.0,2.0,0.5,2.0,5.0,7.0,1.0,1.0,0.0,0.0,2.0,10.0,-12.0
13,0021800441,1610612740,NOP,New Orleans,203076,Anthony Davis,F,,38:54,10.0,19.0,0.526,2.0,3.0,0.667,5.0,6.0,0.833,3.0,9.0,12.0,7.0,3.0,3.0,1.0,1.0,27.0,-2.0
14,0021800441,1610612740,NOP,New Orleans,203944,Julius Randle,C,,30:12,6.0,13.0,0.462,1.0,1.0,1.0,4.0,5.0,0.8,2.0,8.0,10.0,2.0,1.0,1.0,1.0,4.0,17.0,-9.0
15,0021800441,1610612740,NOP,New Orleans,201950,Jrue Holiday,G,,40:40,8.0,19.0,0.421,4.0,8.0,0.5,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,3.0,6.0,22.0,-1.0
16,0021800441,1610612740,NOP,New Orleans,204025,Tim Frazier,G,,12:10,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,-6.0
17,0021800441,1610612740,NOP,New Orleans,203121,Darius Miller,,,30:58,1.0,9.0,0.111,1.0,8.0,0.125,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,2.0
18,0021800441,1610612740,NOP,New Orleans,202734,E'Twaun Moore,,,34:49,4.0,10.0,0.4,3.0,6.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,11.0,6.0
19,0021800441,1610612740,NOP,New Orleans,1626150,Andrew Harrison,,,14:02,2.0,7.0,0.286,1.0,6.0,0.167,1.0,2.0,0.5,1.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,6.0,0.0
20,0021800441,1610612740,NOP,New Orleans,1627767,Cheick Diallo,,,7:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,-8.0
21,0021800441,1610612740,NOP,New Orleans,1628402,Frank Jackson,,,4:47,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,0021800441,1610612740,NOP,New Orleans,203546,Ian Clark,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
23,0021800441,1610612740,NOP,New Orleans,202325,Wesley Johnson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,0021800441,1610612740,NOP,New Orleans,1626143,Jahlil Okafor,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
