,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,game_type
0,42014,1610612740,NOP,New Orleans Pelicans,0041400141,2015-04-18,NOP @ GSW,L,240,35,83,0.422,9,22,0.409,20,25,0.8,10,34,44,24,8,5,14,28,99,-7,1,Playoffs
1,42014,1610612744,GSW,Golden State Warriors,0041400141,2015-04-18,GSW vs. NOP,W,240,37,81,0.457,11,29,0.379,21,34,0.618,10,37,47,24,11,6,15,21,106,7,1,Playoffs
2,42014,1610612741,CHI,Chicago Bulls,0041400121,2015-04-18,CHI vs. MIL,W,240,38,83,0.458,12,32,0.375,15,22,0.682,10,42,52,30,8,7,19,21,103,12,1,Playoffs
3,42014,1610612749,MIL,Milwaukee Bucks,0041400121,2015-04-18,MIL @ CHI,L,240,35,89,0.393,4,16,0.25,17,26,0.654,13,28,41,22,11,3,13,23,91,-12,1,Playoffs
4,42014,1610612745,HOU,Houston Rockets,0041400151,2015-04-18,HOU vs. DAL,W,240,38,85,0.447,10,25,0.4,32,45,0.711,8,36,44,26,11,9,13,22,118,10,1,Playoffs
5,42014,1610612742,DAL,Dallas Mavericks,0041400151,2015-04-18,DAL @ HOU,L,240,44,99,0.444,6,17,0.353,14,17,0.824,14,35,49,19,5,4,17,28,108,-10,1,Playoffs
6,42014,1610612764,WAS,Washington Wizards,0041400131,2015-04-18,WAS @ TOR,W,265,39,99,0.394,6,21,0.286,9,15,0.6,19,42,61,22,6,3,11,18,93,7,1,Playoffs
7,42014,1610612761,TOR,Toronto Raptors,0041400131,2015-04-18,TOR vs. WAS,L,265,35,92,0.38,6,29,0.207,10,14,0.714,10,38,48,21,5,4,12,21,86,-7,1,Playoffs
8,42014,1610612739,CLE,Cleveland Cavaliers,0041400111,2015-04-19,CLE vs. BOS,W,240,37,82,0.451,13,31,0.419,26,33,0.788,15,31,46,19,6,5,13,23,113,13,1,Playoffs
9,42014,1610612738,BOS,Boston Celtics,0041400111,2015-04-19,BOS @ CLE,L,240,37,79,0.468,8,22,0.364,18,22,0.818,7,27,34,24,7,4,14,29,100,-13,1,Playoffs
10,42014,1610612746,LAC,Los Angeles Clippers,0041400161,2015-04-19,LAC vs. SAS,W,240,40,78,0.513,10,18,0.556,17,28,0.607,6,40,46,16,9,8,15,21,107,15,1,Playoffs
11,42014,1610612759,SAS,San Antonio Spurs,0041400161,2015-04-19,SAS @ LAC,L,240,34,93,0.366,10,33,0.303,14,26,0.538,17,32,49,25,9,3,15,23,92,-15,1,Playoffs
12,42014,1610612751,BKN,Brooklyn Nets,0041400101,2015-04-19,BKN @ ATL,L,240,36,79,0.456,5,20,0.25,15,22,0.682,12,35,47,18,8,0,17,19,92,-7,1,Playoffs
13,42014,1610612737,ATL,Atlanta Hawks,0041400101,2015-04-19,ATL vs. BKN,W,240,34,79,0.43,10,30,0.333,21,22,0.955,6,33,39,19,11,3,14,21,99,7,1,Playoffs
14,42014,1610612757,POR,Portland Trail Blazers,0041400171,2015-04-19,POR @ MEM,L,240,32,95,0.337,8,26,0.308,14,19,0.737,16,40,56,18,5,7,13,23,86,-14,1,Playoffs
15,42014,1610612763,MEM,Memphis Grizzlies,0041400171,2015-04-19,MEM vs. POR,W,240,39,88,0.443,3,9,0.333,19,26,0.731,8,40,48,21,8,9,8,18,100,14,1,Playoffs
16,42014,1610612740,NOP,New Orleans Pelicans,0041400142,2015-04-20,NOP @ GSW,L,240,31,81,0.383,7,20,0.35,18,24,0.75,10,31,41,21,10,4,13,20,87,-10,1,Playoffs
17,42014,1610612744,GSW,Golden State Warriors,0041400142,2015-04-20,GSW vs. NOP,W,240,38,86,0.442,9,30,0.3,12,19,0.632,14,35,49,27,8,6,14,18,97,10,1,Playoffs
18,42014,1610612749,MIL,Milwaukee Bucks,0041400122,2015-04-20,MIL @ CHI,L,240,32,90,0.356,4,17,0.235,14,17,0.824,9,39,48,13,10,9,4,22,82,-9,1,Playoffs
19,42014,1610612741,CHI,Chicago Bulls,0041400122,2015-04-20,CHI vs. MIL,W,240,31,81,0.383,12,33,0.364,17,27,0.63,14,50,64,26,2,10,15,19,91,9,1,Playoffs
20,42014,1610612738,BOS,Boston Celtics,0041400112,2015-04-21,BOS @ CLE,L,240,33,85,0.388,6,22,0.273,19,22,0.864,13,26,39,19,6,3,11,22,91,-8,1,Playoffs
21,42014,1610612739,CLE,Cleveland Cavaliers,0041400112,2015-04-21,CLE vs. BOS,W,240,34,76,0.447,7,29,0.241,24,26,0.923,12,35,47,18,7,10,18,22,99,8,1,Playoffs
