,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,game_type
0,42017,1610612748,MIA,Miami Heat,0041700121,2018-04-14,MIA @ PHI,L,240,35,77,0.455,12,26,0.462,21,31,0.677,9,32,41,25,4,6,18,25,103,-27,1,Playoffs
1,42017,1610612755,PHI,Philadelphia 76ers,0041700121,2018-04-14,PHI vs. MIA,W,240,45,95,0.474,18,28,0.643,22,29,0.759,17,33,50,34,9,4,11,23,130,27,1,Playoffs
2,42017,1610612744,GSW,Golden State Warriors,0041700151,2018-04-14,GSW vs. SAS,W,240,44,81,0.543,10,22,0.455,15,22,0.682,10,41,51,32,6,6,15,18,113,21,1,Playoffs
3,42017,1610612759,SAS,San Antonio Spurs,0041700151,2018-04-14,SAS @ GSW,L,240,32,80,0.4,9,22,0.409,19,24,0.792,3,27,30,19,9,4,13,20,92,-21,1,Playoffs
4,42017,1610612757,POR,Portland Trail Blazers,0041700161,2018-04-14,POR vs. NOP,L,240,37,98,0.378,12,39,0.308,9,12,0.75,15,37,52,17,10,6,12,15,95,-2,1,Playoffs
5,42017,1610612740,NOP,New Orleans Pelicans,0041700161,2018-04-14,NOP @ POR,W,240,41,86,0.477,8,24,0.333,7,10,0.7,7,42,49,26,8,12,15,17,97,2,1,Playoffs
6,42017,1610612761,TOR,Toronto Raptors,0041700101,2018-04-14,TOR vs. WAS,W,240,41,77,0.532,16,30,0.533,16,20,0.8,5,33,38,26,6,7,17,18,114,8,1,Playoffs
7,42017,1610612764,WAS,Washington Wizards,0041700101,2018-04-14,WAS @ TOR,L,240,41,86,0.477,8,21,0.381,16,18,0.889,6,29,35,29,11,3,14,21,106,-8,1,Playoffs
8,42017,1610612749,MIL,Milwaukee Bucks,0041700111,2018-04-15,MIL @ BOS,L,265,40,83,0.482,8,21,0.381,19,24,0.792,5,37,42,22,8,8,20,31,107,-6,1,Playoffs
9,42017,1610612738,BOS,Boston Celtics,0041700111,2018-04-15,BOS vs. MIL,W,265,39,94,0.415,11,26,0.423,24,27,0.889,11,34,45,20,8,5,15,21,113,6,1,Playoffs
10,42017,1610612739,CLE,Cleveland Cavaliers,0041700131,2018-04-15,CLE vs. IND,L,240,30,78,0.385,8,34,0.235,12,20,0.6,9,37,46,21,7,4,17,23,80,-18,1,Playoffs
11,42017,1610612754,IND,Indiana Pacers,0041700131,2018-04-15,IND @ CLE,W,240,36,79,0.456,11,28,0.393,15,25,0.6,8,36,44,19,12,4,11,21,98,18,1,Playoffs
12,42017,1610612750,MIN,Minnesota Timberwolves,0041700141,2018-04-15,MIN @ HOU,L,240,35,80,0.438,8,23,0.348,23,28,0.821,11,36,47,22,3,2,14,19,101,-3,1,Playoffs
13,42017,1610612745,HOU,Houston Rockets,0041700141,2018-04-15,HOU vs. MIN,W,240,39,83,0.47,10,37,0.27,16,23,0.696,8,29,37,15,8,8,11,19,104,3,1,Playoffs
14,42017,1610612760,OKC,Oklahoma City Thunder,0041700171,2018-04-15,OKC vs. UTA,W,240,41,85,0.482,14,29,0.483,20,23,0.87,9,37,46,16,8,5,17,19,116,8,1,Playoffs
15,42017,1610612762,UTA,Utah Jazz,0041700171,2018-04-15,UTA @ OKC,L,240,41,87,0.471,11,28,0.393,15,20,0.75,9,33,42,18,10,7,14,21,108,-8,1,Playoffs
16,42017,1610612748,MIA,Miami Heat,0041700122,2018-04-16,MIA @ PHI,W,240,40,82,0.488,9,25,0.36,24,30,0.8,11,35,46,23,8,7,15,27,113,10,1,Playoffs
17,42017,1610612755,PHI,Philadelphia 76ers,0041700122,2018-04-16,PHI vs. MIA,L,240,40,96,0.417,7,36,0.194,16,22,0.727,17,32,49,22,7,5,15,26,103,-10,1,Playoffs
18,42017,1610612759,SAS,San Antonio Spurs,0041700152,2018-04-16,SAS @ GSW,L,240,35,85,0.412,4,28,0.143,27,30,0.9,9,26,35,16,10,2,9,21,101,-15,1,Playoffs
19,42017,1610612744,GSW,Golden State Warriors,0041700152,2018-04-16,GSW vs. SAS,W,240,41,78,0.526,15,31,0.484,19,20,0.95,6,33,39,32,5,5,15,24,116,15,1,Playoffs
20,42017,1610612738,BOS,Boston Celtics,0041700112,2018-04-17,BOS vs. MIL,W,240,48,90,0.533,13,31,0.419,11,18,0.611,9,29,38,24,10,6,7,16,120,14,1,Playoffs
21,42017,1610612749,MIL,Milwaukee Bucks,0041700112,2018-04-17,MIL @ BOS,L,240,46,77,0.597,7,17,0.412,7,17,0.412,7,31,38,19,3,4,15,19,106,-14,1,Playoffs
22,42017,1610612740,NOP,New Orleans Pelicans,0041700162,2018-04-17,NOP @ POR,W,240,43,84,0.512,12,24,0.5,13,19,0.684,10,33,43,25,4,4,14,17,111,9,1,Playoffs
23,42017,1610612757,POR,Portland Trail Blazers,0041700162,2018-04-17,POR vs. NOP,L,240,41,91,0.451,12,32,0.375,8,10,0.8,13,32,45,20,5,4,16,20,102,-9,1,Playoffs
24,42017,1610612761,TOR,Toronto Raptors,0041700102,2018-04-17,TOR vs. WAS,W,240,45,87,0.517,13,35,0.371,27,33,0.818,9,39,48,24,5,8,14,27,130,11,1,Playoffs
25,42017,1610612764,WAS,Washington Wizards,0041700102,2018-04-17,WAS @ TOR,L,240,42,86,0.488,10,22,0.455,25,28,0.893,4,30,34,26,7,3,9,24,119,-11,1,Playoffs
26,42017,1610612739,CLE,Cleveland Cavaliers,0041700132,2018-04-18,CLE vs. IND,W,240,37,73,0.507,11,28,0.393,15,22,0.682,6,24,30,15,8,2,15,19,100,3,1,Playoffs
27,42017,1610612754,IND,Indiana Pacers,0041700132,2018-04-18,IND @ CLE,L,240,41,78,0.526,6,22,0.273,9,12,0.75,5,31,36,22,8,3,17,23,97,-3,1,Playoffs
28,42017,1610612750,MIN,Minnesota Timberwolves,0041700142,2018-04-18,MIN @ HOU,L,240,31,80,0.388,5,18,0.278,15,21,0.714,9,43,52,15,7,7,16,16,82,-20,1,Playoffs
29,42017,1610612745,HOU,Houston Rockets,0041700142,2018-04-18,HOU vs. MIN,W,240,35,96,0.365,16,52,0.308,16,21,0.762,12,42,54,22,8,9,9,17,102,20,1,Playoffs
30,42017,1610612762,UTA,Utah Jazz,0041700172,2018-04-18,UTA @ OKC,W,240,35,84,0.417,9,29,0.31,23,33,0.697,15,41,56,22,9,3,16,19,102,7,1,Playoffs
31,42017,1610612760,OKC,Oklahoma City Thunder,0041700172,2018-04-18,OKC vs. UTA,L,240,36,90,0.4,11,35,0.314,12,18,0.667,10,36,46,22,11,4,13,25,95,-7,1,Playoffs
32,42017,1610612744,GSW,Golden State Warriors,0041700153,2018-04-19,GSW @ SAS,W,240,42,82,0.512,10,32,0.313,16,18,0.889,4,35,39,26,8,7,10,16,110,13,1,Playoffs
33,42017,1610612759,SAS,San Antonio Spurs,0041700153,2018-04-19,SAS vs. GSW,L,240,37,87,0.425,7,33,0.212,16,20,0.8,10,31,41,19,8,5,12,21,97,-13,1,Playoffs
34,42017,1610612748,MIA,Miami Heat,0041700123,2018-04-19,MIA vs. PHI,L,240,33,73,0.452,16,33,0.485,26,35,0.743,5,30,35,26,7,9,15,30,108,-20,1,Playoffs
35,42017,1610612755,PHI,Philadelphia 76ers,0041700123,2018-04-19,PHI @ MIA,W,240,41,81,0.506,18,34,0.529,28,37,0.757,6,35,41,28,10,5,12,26,128,20,1,Playoffs
36,42017,1610612740,NOP,New Orleans Pelicans,0041700163,2018-04-19,NOP vs. POR,W,240,46,87,0.529,11,27,0.407,16,19,0.842,6,32,38,27,16,4,13,23,119,17,1,Playoffs
37,42017,1610612757,POR,Portland Trail Blazers,0041700163,2018-04-19,POR @ NOP,L,240,37,80,0.463,9,31,0.29,19,25,0.76,11,33,44,19,10,3,24,19,102,-17,1,Playoffs
38,42017,1610612754,IND,Indiana Pacers,0041700133,2018-04-20,IND vs. CLE,W,240,34,73,0.466,8,26,0.308,16,20,0.8,7,30,37,17,8,3,20,22,92,2,1,Playoffs
39,42017,1610612739,CLE,Cleveland Cavaliers,0041700133,2018-04-20,CLE @ IND,L,240,34,77,0.442,10,32,0.313,12,16,0.75,9,27,36,17,11,3,17,23,90,-2,1,Playoffs
40,42017,1610612749,MIL,Milwaukee Bucks,0041700113,2018-04-20,MIL vs. BOS,W,240,45,79,0.57,16,33,0.485,10,15,0.667,7,30,37,28,8,12,9,27,116,24,1,Playoffs
41,42017,1610612738,BOS,Boston Celtics,0041700113,2018-04-20,BOS @ MIL,L,240,32,80,0.4,8,24,0.333,20,28,0.714,17,28,45,17,3,1,18,15,92,-24,1,Playoffs
42,42017,1610612764,WAS,Washington Wizards,0041700103,2018-04-20,WAS vs. TOR,W,240,47,85,0.553,10,23,0.435,18,20,0.9,7,32,39,29,10,8,13,21,122,19,1,Playoffs
43,42017,1610612761,TOR,Toronto Raptors,0041700103,2018-04-20,TOR @ WAS,L,240,37,82,0.451,12,28,0.429,17,19,0.895,8,26,34,20,8,4,19,19,103,-19,1,Playoffs
44,42017,1610612755,PHI,Philadelphia 76ers,0041700124,2018-04-21,PHI @ MIA,W,240,36,84,0.429,7,31,0.226,27,35,0.771,17,40,57,22,12,5,27,25,106,4,1,Playoffs
45,42017,1610612748,MIA,Miami Heat,0041700124,2018-04-21,MIA vs. PHI,L,240,41,94,0.436,7,19,0.368,13,25,0.52,13,30,43,21,18,4,19,32,102,-4,1,Playoffs
46,42017,1610612762,UTA,Utah Jazz,0041700173,2018-04-21,UTA vs. OKC,W,240,42,80,0.525,13,34,0.382,18,27,0.667,13,35,48,24,12,5,19,20,115,13,1,Playoffs
47,42017,1610612760,OKC,Oklahoma City Thunder,0041700173,2018-04-21,OKC @ UTA,L,240,37,78,0.474,14,28,0.5,14,19,0.737,6,27,33,17,11,3,17,23,102,-13,1,Playoffs
48,42017,1610612750,MIN,Minnesota Timberwolves,0041700143,2018-04-21,MIN vs. HOU,W,240,45,90,0.5,15,27,0.556,16,22,0.727,8,33,41,29,9,3,7,16,121,16,1,Playoffs
49,42017,1610612745,HOU,Houston Rockets,0041700143,2018-04-21,HOU @ MIN,L,240,37,81,0.457,15,41,0.366,16,25,0.64,7,32,39,18,4,3,10,18,105,-16,1,Playoffs
50,42017,1610612757,POR,Portland Trail Blazers,0041700164,2018-04-21,POR @ NOP,L,240,50,95,0.526,10,27,0.37,13,16,0.813,6,27,33,20,8,2,6,28,123,-8,1,Playoffs
51,42017,1610612740,NOP,New Orleans Pelicans,0041700164,2018-04-21,NOP vs. POR,W,240,45,78,0.577,9,25,0.36,32,39,0.821,7,36,43,28,5,6,14,21,131,8,1,Playoffs
52,42017,1610612759,SAS,San Antonio Spurs,0041700154,2018-04-22,SAS vs. GSW,W,240,37,81,0.457,15,28,0.536,14,19,0.737,7,27,34,20,6,4,8,18,103,13,1,Playoffs
53,42017,1610612744,GSW,Golden State Warriors,0041700154,2018-04-22,GSW @ SAS,L,240,34,90,0.378,7,28,0.25,15,17,0.882,24,37,61,19,6,2,18,22,90,-13,1,Playoffs
54,42017,1610612739,CLE,Cleveland Cavaliers,0041700134,2018-04-22,CLE @ IND,W,240,35,78,0.449,12,34,0.353,22,26,0.846,8,37,45,17,4,7,11,18,104,4,1,Playoffs
55,42017,1610612754,IND,Indiana Pacers,0041700134,2018-04-22,IND vs. CLE,L,240,40,93,0.43,12,33,0.364,8,13,0.615,11,36,47,25,7,5,9,19,100,-4,1,Playoffs
56,42017,1610612749,MIL,Milwaukee Bucks,0041700114,2018-04-22,MIL vs. BOS,W,240,38,73,0.521,10,23,0.435,18,24,0.75,2,34,36,24,7,14,10,24,104,2,1,Playoffs
57,42017,1610612738,BOS,Boston Celtics,0041700114,2018-04-22,BOS @ MIL,L,240,36,87,0.414,10,29,0.345,20,25,0.8,16,27,43,22,6,3,9,21,102,-2,1,Playoffs
58,42017,1610612764,WAS,Washington Wizards,0041700104,2018-04-22,WAS vs. TOR,W,240,39,85,0.459,7,17,0.412,21,31,0.677,9,31,40,23,10,8,13,23,106,8,1,Playoffs
59,42017,1610612761,TOR,Toronto Raptors,0041700104,2018-04-22,TOR @ WAS,L,240,34,79,0.43,7,18,0.389,23,30,0.767,9,32,41,19,9,7,18,26,98,-8,1,Playoffs
60,42017,1610612760,OKC,Oklahoma City Thunder,0041700174,2018-04-23,OKC @ UTA,L,240,33,84,0.393,5,26,0.192,25,30,0.833,9,37,46,10,8,6,15,21,96,-17,1,Playoffs
61,42017,1610612762,UTA,Utah Jazz,0041700174,2018-04-23,UTA vs. OKC,W,240,41,91,0.451,12,34,0.353,19,27,0.704,10,39,49,21,7,7,12,23,113,17,1,Playoffs
62,42017,1610612750,MIN,Minnesota Timberwolves,0041700144,2018-04-23,MIN vs. HOU,L,240,39,84,0.464,8,22,0.364,14,23,0.609,10,38,48,23,4,1,17,22,100,-19,1,Playoffs
63,42017,1610612745,HOU,Houston Rockets,0041700144,2018-04-23,HOU @ MIN,W,240,40,92,0.435,16,43,0.372,23,26,0.885,10,36,46,20,11,6,7,17,119,19,1,Playoffs
64,42017,1610612755,PHI,Philadelphia 76ers,0041700125,2018-04-24,PHI vs. MIA,W,240,34,81,0.42,7,28,0.25,29,36,0.806,9,44,53,27,7,2,15,20,104,13,1,Playoffs
65,42017,1610612748,MIA,Miami Heat,0041700125,2018-04-24,MIA @ PHI,L,240,34,88,0.386,10,35,0.286,13,22,0.591,10,30,40,24,7,6,13,32,91,-13,1,Playoffs
66,42017,1610612759,SAS,San Antonio Spurs,0041700155,2018-04-24,SAS @ GSW,L,240,32,86,0.372,7,30,0.233,20,22,0.909,13,35,48,21,5,0,13,22,91,-8,1,Playoffs
67,42017,1610612744,GSW,Golden State Warriors,0041700155,2018-04-24,GSW vs. SAS,W,240,37,83,0.446,5,27,0.185,20,25,0.8,8,39,47,25,5,5,10,19,99,8,1,Playoffs
68,42017,1610612749,MIL,Milwaukee Bucks,0041700115,2018-04-24,MIL @ BOS,L,240,32,87,0.368,9,33,0.273,14,20,0.7,7,30,37,21,10,3,11,23,87,-5,1,Playoffs
69,42017,1610612738,BOS,Boston Celtics,0041700115,2018-04-24,BOS vs. MIL,W,240,29,69,0.42,10,31,0.323,24,32,0.75,5,45,50,22,7,7,18,21,92,5,1,Playoffs
70,42017,1610612739,CLE,Cleveland Cavaliers,0041700135,2018-04-25,CLE vs. IND,W,240,31,75,0.413,10,32,0.313,26,27,0.963,10,27,37,16,6,3,14,21,98,3,1,Playoffs
71,42017,1610612754,IND,Indiana Pacers,0041700135,2018-04-25,IND @ CLE,L,240,34,71,0.479,6,20,0.3,21,27,0.778,7,27,34,23,7,3,17,22,95,-3,1,Playoffs
72,42017,1610612745,HOU,Houston Rockets,0041700145,2018-04-25,HOU vs. MIN,W,240,45,88,0.511,18,44,0.409,14,19,0.737,8,32,40,29,3,5,5,17,122,18,1,Playoffs
73,42017,1610612750,MIN,Minnesota Timberwolves,0041700145,2018-04-25,MIN @ HOU,L,240,40,79,0.506,9,19,0.474,15,20,0.75,5,33,38,23,2,3,9,18,104,-18,1,Playoffs
