,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,game_type
74,42017,1610612764,WAS,Washington Wizards,0041700105,2018-04-25,WAS @ TOR,L,240,37,90,0.411,5,26,0.192,19,22,0.864,14,36,50,21,6,4,18,18,98,-10,1,Playoffs
75,42017,1610612761,TOR,Toronto Raptors,0041700105,2018-04-25,TOR vs. WAS,W,240,38,82,0.463,11,25,0.44,21,28,0.75,6,29,35,26,9,5,10,18,108,10,1,Playoffs
76,42017,1610612760,OKC,Oklahoma City Thunder,0041700175,2018-04-25,OKC vs. UTA,W,240,39,89,0.438,9,21,0.429,20,24,0.833,7,37,44,13,9,3,9,21,107,8,1,Playoffs
77,42017,1610612762,UTA,Utah Jazz,0041700175,2018-04-25,UTA @ OKC,L,240,33,81,0.407,13,38,0.342,20,26,0.769,10,36,46,19,5,6,17,24,99,-8,1,Playoffs
78,42017,1610612749,MIL,Milwaukee Bucks,0041700116,2018-04-26,MIL vs. BOS,W,240,38,75,0.507,8,26,0.308,13,21,0.619,7,41,48,19,6,3,11,16,97,11,1,Playoffs
79,42017,1610612738,BOS,Boston Celtics,0041700116,2018-04-26,BOS @ MIL,L,240,30,81,0.37,10,36,0.278,16,19,0.842,6,33,39,18,3,3,9,19,86,-11,1,Playoffs
80,42017,1610612754,IND,Indiana Pacers,0041700136,2018-04-27,IND vs. CLE,W,240,49,87,0.563,15,30,0.5,8,14,0.571,9,36,45,27,9,1,7,18,121,34,1,Playoffs
81,42017,1610612739,CLE,Cleveland Cavaliers,0041700136,2018-04-27,CLE @ IND,L,240,33,79,0.418,12,38,0.316,9,16,0.563,7,26,33,16,4,2,15,17,87,-34,1,Playoffs
82,42017,1610612762,UTA,Utah Jazz,0041700176,2018-04-27,UTA vs. OKC,W,240,37,82,0.451,10,26,0.385,12,23,0.522,11,29,40,16,9,5,13,17,96,5,1,Playoffs
83,42017,1610612760,OKC,Oklahoma City Thunder,0041700176,2018-04-27,OKC @ UTA,L,240,37,93,0.398,10,34,0.294,7,13,0.538,15,34,49,20,6,4,13,21,91,-5,1,Playoffs
84,42017,1610612761,TOR,Toronto Raptors,0041700106,2018-04-27,TOR @ WAS,W,240,40,90,0.444,7,25,0.28,15,19,0.789,16,31,47,18,8,6,7,20,102,10,1,Playoffs
85,42017,1610612764,WAS,Washington Wizards,0041700106,2018-04-27,WAS vs. TOR,L,240,32,79,0.405,8,22,0.364,20,21,0.952,11,31,42,12,3,5,14,19,92,-10,1,Playoffs
86,42017,1610612744,GSW,Golden State Warriors,0041700231,2018-04-28,GSW vs. NOP,W,240,44,91,0.484,11,27,0.407,24,32,0.75,13,44,57,33,8,10,14,16,123,22,1,Playoffs
87,42017,1610612740,NOP,New Orleans Pelicans,0041700231,2018-04-28,NOP @ GSW,L,240,42,96,0.438,8,25,0.32,9,11,0.818,7,35,42,24,7,3,12,24,101,-22,1,Playoffs
88,42017,1610612738,BOS,Boston Celtics,0041700117,2018-04-28,BOS vs. MIL,W,240,45,84,0.536,9,26,0.346,13,21,0.619,11,31,42,28,9,4,15,23,112,16,1,Playoffs
89,42017,1610612749,MIL,Milwaukee Bucks,0041700117,2018-04-28,MIL @ BOS,L,240,35,74,0.473,9,27,0.333,17,18,0.944,4,28,32,21,4,3,16,20,96,-16,1,Playoffs
90,42017,1610612754,IND,Indiana Pacers,0041700137,2018-04-29,IND @ CLE,L,240,36,80,0.45,10,31,0.323,19,24,0.792,10,27,37,15,6,0,11,28,101,-4,1,Playoffs
91,42017,1610612739,CLE,Cleveland Cavaliers,0041700137,2018-04-29,CLE vs. IND,W,240,32,74,0.432,10,29,0.345,31,40,0.775,15,29,44,18,6,4,12,21,105,4,1,Playoffs
92,42017,1610612762,UTA,Utah Jazz,0041700221,2018-04-29,UTA @ HOU,L,240,38,76,0.5,7,22,0.318,13,22,0.591,6,31,37,20,11,3,18,20,96,-14,1,Playoffs
93,42017,1610612745,HOU,Houston Rockets,0041700221,2018-04-29,HOU vs. UTA,W,240,37,82,0.451,17,32,0.531,19,24,0.792,8,35,43,18,10,5,15,21,110,14,1,Playoffs
94,42017,1610612755,PHI,Philadelphia 76ers,0041700211,2018-04-30,PHI @ BOS,L,240,35,83,0.422,5,26,0.192,26,35,0.743,11,34,45,22,7,2,12,19,101,-16,1,Playoffs
95,42017,1610612738,BOS,Boston Celtics,0041700211,2018-04-30,BOS vs. PHI,W,240,41,85,0.482,17,35,0.486,18,19,0.947,5,31,36,27,4,4,10,21,117,16,1,Playoffs
96,42017,1610612744,GSW,Golden State Warriors,0041700232,2018-05-01,GSW vs. NOP,W,240,43,91,0.473,13,40,0.325,22,27,0.815,7,42,49,36,10,8,16,18,121,5,1,Playoffs
97,42017,1610612740,NOP,New Orleans Pelicans,0041700232,2018-05-01,NOP @ GSW,L,240,48,105,0.457,13,37,0.351,7,9,0.778,10,36,46,33,12,5,14,19,116,-5,1,Playoffs
98,42017,1610612739,CLE,Cleveland Cavaliers,0041700201,2018-05-01,CLE @ TOR,W,265,42,102,0.412,14,35,0.4,15,21,0.714,13,32,45,25,5,5,6,23,113,1,1,Playoffs
99,42017,1610612761,TOR,Toronto Raptors,0041700201,2018-05-01,TOR vs. CLE,L,265,39,91,0.429,9,28,0.321,25,31,0.806,15,35,50,26,2,6,14,22,112,-1,1,Playoffs
100,42017,1610612762,UTA,Utah Jazz,0041700222,2018-05-02,UTA @ HOU,W,240,43,83,0.518,15,32,0.469,15,25,0.6,5,43,48,26,4,5,17,24,116,8,1,Playoffs
101,42017,1610612745,HOU,Houston Rockets,0041700222,2018-05-02,HOU vs. UTA,L,240,38,95,0.4,10,37,0.27,22,27,0.815,11,38,49,22,11,7,8,21,108,-8,1,Playoffs
102,42017,1610612738,BOS,Boston Celtics,0041700212,2018-05-03,BOS vs. PHI,W,240,37,82,0.451,15,36,0.417,19,24,0.792,5,36,41,23,7,3,9,16,108,5,2,Playoffs
103,42017,1610612755,PHI,Philadelphia 76ers,0041700212,2018-05-03,PHI @ BOS,L,240,40,92,0.435,13,33,0.394,10,14,0.714,16,33,49,30,7,4,12,21,103,-5,2,Playoffs
104,42017,1610612739,CLE,Cleveland Cavaliers,0041700202,2018-05-03,CLE @ TOR,W,240,50,84,0.595,11,26,0.423,17,23,0.739,5,29,34,25,5,3,3,14,128,18,2,Playoffs
105,42017,1610612761,TOR,Toronto Raptors,0041700202,2018-05-03,TOR vs. CLE,L,240,44,81,0.543,12,30,0.4,10,11,0.909,5,30,35,26,2,2,11,24,110,-18,2,Playoffs
106,42017,1610612762,UTA,Utah Jazz,0041700223,2018-05-04,UTA vs. HOU,L,240,35,84,0.417,11,29,0.379,11,15,0.733,5,38,43,17,3,4,16,19,92,-21,1,Playoffs
107,42017,1610612745,HOU,Houston Rockets,0041700223,2018-05-04,HOU @ UTA,W,240,42,86,0.488,11,36,0.306,18,20,0.9,3,38,41,26,8,7,9,19,113,21,1,Playoffs
108,42017,1610612740,NOP,New Orleans Pelicans,0041700233,2018-05-04,NOP vs. GSW,W,240,48,96,0.5,14,31,0.452,9,12,0.75,10,44,54,36,7,3,15,20,119,19,1,Playoffs
109,42017,1610612744,GSW,Golden State Warriors,0041700233,2018-05-04,GSW @ NOP,L,240,35,92,0.38,9,31,0.29,21,26,0.808,10,34,44,22,11,4,12,17,100,-19,1,Playoffs
110,42017,1610612738,BOS,Boston Celtics,0041700213,2018-05-05,BOS @ PHI,W,265,41,91,0.451,10,38,0.263,9,14,0.643,9,40,49,19,9,7,13,20,101,3,1,Playoffs
111,42017,1610612755,PHI,Philadelphia 76ers,0041700213,2018-05-05,PHI vs. BOS,L,265,38,97,0.392,9,30,0.3,13,18,0.722,13,37,50,23,8,5,15,14,98,-3,1,Playoffs
112,42017,1610612739,CLE,Cleveland Cavaliers,0041700203,2018-05-05,CLE vs. TOR,W,240,38,79,0.481,9,25,0.36,20,25,0.8,6,30,36,18,7,4,12,19,105,2,1,Playoffs
113,42017,1610612761,TOR,Toronto Raptors,0041700203,2018-05-05,TOR @ CLE,L,240,35,75,0.467,13,33,0.394,20,25,0.8,12,29,41,14,5,11,17,28,103,-2,1,Playoffs
114,42017,1610612745,HOU,Houston Rockets,0041700224,2018-05-06,HOU @ UTA,W,240,37,88,0.42,10,38,0.263,16,17,0.941,9,40,49,15,11,9,13,21,100,13,1,Playoffs
115,42017,1610612762,UTA,Utah Jazz,0041700224,2018-05-06,UTA vs. HOU,L,240,32,83,0.386,7,29,0.241,16,20,0.8,8,37,45,16,8,5,17,21,87,-13,1,Playoffs
116,42017,1610612744,GSW,Golden State Warriors,0041700234,2018-05-06,GSW @ NOP,W,240,46,95,0.484,11,33,0.333,15,18,0.833,5,40,45,28,11,5,11,20,118,26,1,Playoffs
117,42017,1610612740,NOP,New Orleans Pelicans,0041700234,2018-05-06,NOP vs. GSW,L,240,32,88,0.364,4,26,0.154,24,30,0.8,10,41,51,17,7,4,19,21,92,-26,1,Playoffs
118,42017,1610612755,PHI,Philadelphia 76ers,0041700214,2018-05-07,PHI vs. BOS,W,240,38,94,0.404,7,26,0.269,20,26,0.769,16,37,53,24,6,3,10,23,103,11,1,Playoffs
119,42017,1610612738,BOS,Boston Celtics,0041700214,2018-05-07,BOS @ PHI,L,240,31,75,0.413,11,32,0.344,19,26,0.731,6,36,42,16,4,10,15,28,92,-11,1,Playoffs
120,42017,1610612761,TOR,Toronto Raptors,0041700204,2018-05-07,TOR @ CLE,L,240,36,79,0.456,4,15,0.267,17,23,0.739,9,23,32,19,3,5,13,24,93,-35,1,Playoffs
121,42017,1610612739,CLE,Cleveland Cavaliers,0041700204,2018-05-07,CLE vs. TOR,W,240,50,84,0.595,12,26,0.462,16,20,0.8,6,31,37,29,9,5,11,21,128,35,1,Playoffs
122,42017,1610612740,NOP,New Orleans Pelicans,0041700235,2018-05-08,NOP @ GSW,L,240,41,88,0.466,10,24,0.417,12,16,0.75,4,40,44,26,7,4,14,12,104,-9,1,Playoffs
123,42017,1610612744,GSW,Golden State Warriors,0041700235,2018-05-08,GSW vs. NOP,W,240,48,99,0.485,7,27,0.259,10,12,0.833,11,41,52,35,10,2,13,18,113,9,1,Playoffs
124,42017,1610612762,UTA,Utah Jazz,0041700225,2018-05-08,UTA @ HOU,L,240,38,81,0.469,10,28,0.357,16,21,0.762,11,30,41,24,5,5,12,18,102,-10,1,Playoffs
125,42017,1610612745,HOU,Houston Rockets,0041700225,2018-05-08,HOU vs. UTA,W,240,40,83,0.482,18,39,0.462,14,17,0.824,6,34,40,21,10,8,10,18,112,10,1,Playoffs
126,42017,1610612755,PHI,Philadelphia 76ers,0041700215,2018-05-09,PHI @ BOS,L,240,40,82,0.488,8,21,0.381,24,31,0.774,12,36,48,26,5,6,17,31,112,-2,1,Playoffs
127,42017,1610612738,BOS,Boston Celtics,0041700215,2018-05-09,BOS vs. PHI,W,240,38,85,0.447,7,20,0.35,31,41,0.756,13,26,39,18,12,3,11,24,114,2,1,Playoffs
128,42017,1610612739,CLE,Cleveland Cavaliers,0041700301,2018-05-13,CLE @ BOS,L,240,31,86,0.36,4,26,0.154,17,20,0.85,9,31,40,18,4,3,10,12,83,-25,1,Playoffs
129,42017,1610612738,BOS,Boston Celtics,0041700301,2018-05-13,BOS vs. CLE,W,240,43,84,0.512,11,30,0.367,11,13,0.846,6,42,48,27,6,4,11,17,108,25,1,Playoffs
130,42017,1610612744,GSW,Golden State Warriors,0041700311,2018-05-14,GSW @ HOU,W,240,42,80,0.525,13,33,0.394,22,25,0.88,3,34,37,24,9,4,9,17,119,13,1,Playoffs
131,42017,1610612745,HOU,Houston Rockets,0041700311,2018-05-14,HOU vs. GSW,L,240,39,85,0.459,13,37,0.351,15,21,0.714,7,35,42,18,5,3,16,23,106,-13,1,Playoffs
132,42017,1610612738,BOS,Boston Celtics,0041700302,2018-05-15,BOS vs. CLE,W,240,40,92,0.435,10,31,0.323,17,20,0.85,11,35,46,24,8,2,6,18,107,13,1,Playoffs
133,42017,1610612739,CLE,Cleveland Cavaliers,0041700302,2018-05-15,CLE @ BOS,L,240,37,80,0.463,10,31,0.323,10,17,0.588,8,37,45,18,2,5,15,21,94,-13,1,Playoffs
